Title,Year,Budget,Domestic Revenue,International Revenue,Worldwide Revenue,MPAA Rating,Run Time,Genre,Metacritic Mixed Reviews,Metacritic Negative Reviews,Metacritic Positive Reviews,Metascore,Users Mixed Reviews,Users Negative Reviews,Users Positive Reviews,Userscore
Sanctum,2011,30000000,23209310,85400000,108609310,R,1 hr 48 min,Action,17.0,8.0,8.0,42.0,42,31,31,5
The Mist,2007,18000000,25594957,31875263,57470220,R,2 hr 6 min,Horror,12.0,1.0,16.0,58.0,59,77,322,7
Legends of Oz: Dorothy's Return,2014,70000000,8462347,13293071,21755418,PG,1 hr 28 min,Adventure,8.0,14.0,0.0,25.0,4,27,27,5.3
The Wedding Ringer,2015,23000000,64460211,15339669,79799880,R,1 hr 41 min,Comedy,8.0,13.0,6.0,35.0,34,101,50,3.2
Burn After Reading,2008,37000000,60355347,103373555,163728902,R,1 hr 36 min,Comedy,11.0,1.0,25.0,63.0,90,64,256,6.6
The Hurt Locker,2008,15000000,17017811,32212961,49230772,R,2 hr 11 min,Drama,1.0,0.0,36.0,95.0,159,234,"1,071",7.3
The Switch,2010,19000000,27779426,22063585,49843011,PG-13,1 hr 41 min,Comedy,17.0,0.0,13.0,52.0,36,9,36,6.1
Lions for Lambs,2007,35000000,15002854,49808686,64811540,R,1 hr 32 min,Crime,21.0,4.0,11.0,47.0,18,39,44,5.1
Letters to Juliet,2010,30000000,53032453,26596377,79628830,PG,1 hr 45 min,Adventure,18.0,5.0,11.0,50.0,22,4,19,6.2
How to Train Your Dragon,2010,165000000,217581231,277297528,494878759,PG,1 hr 38 min,Action,4.0,0.0,29.0,74.0,39,11,687,8.7
Monsters vs. Aliens,2009,175000000,198351526,183158344,381509870,PG,1 hr 34 min,Action,,,,,,,,
Shrek Forever After,2010,165000000,238736787,513864080,752600867,PG,1 hr 33 min,Adventure,13.0,1.0,21.0,58.0,122,37,173,6.5
The City of Your Final Destination,2009,8300000,493296,955492,1448788,PG-13,1 hr 57 min,Drama,12.0,0.0,7.0,52.0,3,1,10,7.6
The Road,2009,25000000,8117000,19522579,27639579,R,1 hr 51 min,Drama,6.0,1.0,26.0,64.0,60,22,251,7.5
Love Happens,2009,18000000,22965110,13122918,36088028,PG-13,1 hr 49 min,Drama,15.0,10.0,1.0,33.0,8,7,14,5.6
Bride Wars,2009,30000000,58715510,56660340,115375850,PG,1 hr 29 min,Comedy,5.0,23.0,2.0,24.0,35,53,23,4.1
The Good the Bad the Weird,2008,10000000,128486,44132723,44261209,R,2 hr 19 min,Action,,,,,,,,
The Thing,2011,38000000,16928670,14576617,31505287,R,1 hr 43 min,Horror,2.0,3.0,8.0,57.0,5,1,128,8.8
Once,2007,150000,9439923,11496799,20936722,R,1 hr 26 min,Drama,0.0,0.0,33.0,88.0,27,39,294,8.2
Pineapple Express,2008,27000000,87341380,14283463,101624843,R,1 hr 51 min,Action,12.0,0.0,25.0,64.0,68,34,241,7.2
WALL·E,2008,180000000,223808164,297503696,521311860,,1 hr 38 min,Adventure,,,,,,,,
Armored,2009,20000000,15988876,6953345,22942221,PG-13,1 hr 28 min,Action,10.0,1.0,2.0,50.0,15,12,45,7.3
Doubt,2008,20000000,33446470,18253514,51699984,PG-13,1 hr 44 min,Drama,9.0,1.0,26.0,68.0,18,6,136,7.9
The Legend of Tarzan,2016,180000000,126643061,230057296,356700357,PG-13,1 hr 50 min,Action,20.0,10.0,11.0,44.0,129,54,159,6.1
Prom Night,2008,20000000,43869350,13328526,57197876,PG-13,1 hr 28 min,Horror,2.0,9.0,1.0,17.0,20,124,80,4.3
Precious,2009,10000000,47566524,16083005,63649529,R,1 hr 50 min,Drama,,,,,,,,
Rabbit Hole,2010,5000000,2229058,2915659,5144717,PG-13,1 hr 31 min,Drama,6.0,1.0,32.0,76.0,12,3,68,7.7
Taken,2008,25000000,145000989,81836771,226837760,PG-13,1 hr 30 min,Action,11.0,6.0,15.0,51.0,96,66,491,7.3
This Christmas,2007,13000000,49121934,656618,49778552,PG-13,1 hr 57 min,Comedy,7.0,0.0,17.0,63.0,2,6,13,6.7
The Last Airbender,2010,150000000,131772187,187941694,319713881,PG,1 hr 43 min,Action,9.0,23.0,1.0,20.0,85,628,135,2.5
Silent Hill: Revelation,2012,20000000,17529157,37833548,55362705,R,1 hr 35 min,Horror,,,,,,,,
Tropic Thunder,2008,92000000,110515313,85187498,195702811,R,1 hr 47 min,Action,9.0,0.0,30.0,71.0,88,72,421,7.3
Salt,2010,110000000,118311368,175191986,293503354,PG-13,1 hr 40 min,Action,11.0,2.0,29.0,65.0,157,51,267,6.5
Source Code,2011,32000000,54712227,92620470,147332697,PG-13,1 hr 33 min,Action,7.0,0.0,34.0,74.0,108,18,604,7.7
Black Swan,2010,13000000,106954678,222443368,329398046,R,1 hr 48 min,Drama,6.0,1.0,35.0,79.0,93,78,982,8.1
Lakeview Terrace,2008,20000000,39263506,5391496,44655002,,1 hr 50 min,Crime,18.0,4.0,7.0,47.0,26,48,49,4.9
Green Zone,2010,100000000,35053660,119657778,154711438,R,1 hr 55 min,Action,13.0,0.0,25.0,63.0,69,31,132,6.5
The Amazing Spider-Man,2012,230000000,262030663,495900000,757930663,PG-13,2 hr 16 min,Action,11.0,2.0,29.0,66.0,385,178,"1,230",7
The Happening,2008,48000000,64506874,98896925,163403799,R,1 hr 31 min,Drama,17.0,18.0,3.0,34.0,105,281,354,5.7
Alvin and the Chipmunks,2007,60000000,217326974,148025572,365352546,PG,1 hr 32 min,Animation,14.0,7.0,2.0,39.0,58,70,86,5.3
The Killer Inside Me,2010,13000000,217277,3834914,4052191,R,1 hr 49 min,Crime,14.0,4.0,15.0,53.0,17,9,48,7.7
Robin Hood,2010,200000000,105269730,216400011,321669741,PG-13,2 hr 20 min,Action,3.0,1.0,5.0,57.0,6,0,18,7.6
Revolutionary Road,2008,35000000,22911480,53069700,75981180,R,1 hr 59 min,Drama,9.0,1.0,28.0,69.0,33,27,178,7.4
You Don't Mess with the Zohan,2008,90000000,100018837,104294563,204313400,PG-13,1 hr 53 min,Comedy,17.0,6.0,14.0,54.0,64,95,123,5.3
Bedtime Stories,2008,80000000,110101975,102772889,212874864,PG,1 hr 39 min,Comedy,11.0,9.0,6.0,33.0,36,45,59,5.2
High School Musical 3,2008,11000000,90559416,162349761,252909177,G,1 hr 52 min,Comedy,,,,,,,,
The Young Victoria,2009,35000000,11001272,18195137,29196409,PG,1 hr 45 min,Biography,7.0,1.0,21.0,64.0,9,1,59,8
The International,2009,50000000,25450527,34803316,60253843,R,1 hr 58 min,Action,14.0,3.0,17.0,52.0,31,14,48,6.4
The Sorcerer's Apprentice,2010,150000000,63150991,152132751,215283742,PG,1 hr 49 min,Action,17.0,7.0,10.0,46.0,79,23,92,6.2
The Fighter,2010,25000000,93617009,35573860,129190869,R,1 hr 56 min,Biography,6.0,0.0,35.0,79.0,36,10,411,8.1
The Conspirator,2010,25000000,11538204,4087340,15625544,PG-13,2 hr 2 min,Crime,17.0,3.0,17.0,55.0,17,2,26,6.8
City of Ember,2008,55000000,7873007,10056677,17929684,PG,1 hr 30 min,Adventure,9.0,1.0,17.0,58.0,28,7,34,6.6
The Day the Earth Stood Still,2008,80000000,79366978,153726881,233093859,PG-13,1 hr 44 min,Drama,20.0,7.0,7.0,40.0,76,86,76,4.7
Little Fockers,2010,100000000,148438600,162211985,310650585,PG-13,1 hr 38 min,Comedy,13.0,19.0,0.0,27.0,81,86,203,6.8
A Perfect Getaway,2009,14000000,15515460,7440084,22955544,R,1 hr 38 min,Drama,4.0,0.0,18.0,63.0,36,18,58,6.2
The Reader,2008,32000000,34194407,74708079,108902486,R,2 hr 4 min,Drama,17.0,2.0,19.0,58.0,40,15,120,7.2
Old Dogs,2009,35000000,49492060,47261636,96753696,PG,1 hr 28 min,Comedy,5.0,16.0,1.0,19.0,22,53,49,5
Fair Game,2010,22000000,9540691,16266262,25806953,PG-13,1 hr 48 min,Biography,9.0,0.0,26.0,69.0,26,8,59,6.8
Sucker Punch,2011,82000000,36392502,53400000,89792502,PG-13,1 hr 50 min,Action,10.0,15.0,4.0,33.0,179,210,482,6.3
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,155000000,104386950,311299267,415686217,PG,1 hr 53 min,Adventure,20.0,1.0,12.0,53.0,88,25,83,5.9
Nick and Norah's Infinite Playlist,2008,10000000,31487293,2069338,33556631,PG-13,1 hr 30 min,Comedy,9.0,1.0,22.0,64.0,25,35,83,6.2
Fantasy Island,2020,7000000,26441782,22165774,48607556,PG-13,1 hr 49 min,Adventure,,,,,,,,
Machete,2010,10500000,26593646,18898010,45491656,R,1 hr 45 min,Action,8.0,2.0,19.0,60.0,95,51,300,7.1
Valkyrie,2008,75000000,83077833,118467684,201545517,PG-13,2 hr 1 min,Drama,16.0,1.0,19.0,56.0,59,46,161,6.3
Surrogates,2009,80000000,38577772,83867000,122444772,PG-13,1 hr 29 min,Action,9.0,5.0,7.0,45.0,61,23,63,5.9
Sherlock Holmes,2009,90000000,209028679,315000000,524028679,PG-13,2 hr 8 min,Action,13.0,4.0,17.0,57.0,105,46,522,7.4
Traitor,2008,22000000,23530831,4144183,27675014,PG-13,1 hr 54 min,Action,14.0,0.0,15.0,60.0,12,1,76,8.6
27 Dresses,2008,30000000,76808654,85846697,162655351,PG-13,1 hr 51 min,Comedy,22.0,2.0,7.0,47.0,54,25,52,5.7
Dear John,2010,25000000,80014842,34969824,114984666,PG-13,1 hr 48 min,Drama,25.0,5.0,4.0,43.0,39,21,54,6.2
The Green Hornet,2011,120000000,98780042,129037206,227817248,PG-13,1 hr 59 min,Action,17.0,12.0,10.0,39.0,149,77,296,6.8
Hanna,2011,30000000,40259119,23522959,63782078,PG-13,1 hr 51 min,Action,12.0,2.0,26.0,65.0,81,30,323,7.7
The Wolf of Wall Street,2013,100000000,116900694,275100000,392000694,R,3 hr,Biography,10.0,2.0,35.0,75.0,139,423,"1,446",6.8
Ghost Town,2008,20000000,13367624,13722535,27090159,PG-13,1 hr 42 min,Comedy,4.0,0.0,26.0,72.0,22,11,71,7
Straw Dogs,2011,25000000,10324441,844271,11168712,R,1 hr 50 min,Action,12.0,9.0,8.0,45.0,28,6,27,5.9
Sex and the City,2008,65000000,152647258,266118063,418765321,R,2 hr 25 min,Comedy,17.0,5.0,16.0,53.0,31,63,134,6.2
Megamind,2010,130000000,148415853,173469912,321885765,PG,1 hr 35 min,Action,12.0,0.0,21.0,63.0,68,14,278,7.5
Countdown,2019,6500000,25621766,22400000,48021766,PG-13,1 hr 30 min,Horror,,,,,,,,
Zack and Miri Make a Porno,2008,24000000,31457946,11326398,42784344,R,1 hr 41 min,Comedy,16.0,2.0,15.0,56.0,47,30,127,6.6
Slumdog Millionaire,2008,15000000,141319928,236701457,378021385,R,2 hr,Drama,1.0,0.0,35.0,86.0,88,67,600,7.8
Redbelt,2008,7000000,2345941,328149,2674090,R,1 hr 39 min,Drama,3.0,0.0,29.0,69.0,12,6,21,6.6
Fast & Furious,2009,85000000,155064265,205300000,360364265,PG-13,1 hr 47 min,Action,12.0,8.0,8.0,46.0,106,37,154,6.4
Milk,2008,20000000,31841299,22748259,54589558,R,2 hr 8 min,Biography,1.0,0.0,38.0,84.0,35,42,265,7.6
Alice in Wonderland,2010,200000000,334191110,691276000,1025467110,PG,1 hr 48 min,Adventure,2.0,0.0,8.0,68.0,5,0,20,8.1
Fame,2009,18000000,22455510,54756326,77211836,PG,1 hr 47 min,Comedy,15.0,8.0,3.0,39.0,9,20,14,4.6
The Runaways,2010,10000000,3573673,1107978,4681651,R,1 hr 46 min,Biography,10.0,0.0,26.0,65.0,18,11,110,8
Our Brand Is Crisis,2015,28000000,7002261,1525397,8527658,R,1 hr 47 min,Comedy,17.0,6.0,12.0,53.0,20,3,21,6.5
The Sisterhood of the Traveling Pants 2,2008,27000000,44089964,262453,44352417,PG-13,1 hr 59 min,Comedy,5.0,0.0,21.0,63.0,7,2,11,6.8
Selma,2014,20000000,52076908,14711000,66787908,PG-13,2 hr 8 min,Biography,1.0,0.0,50.0,88.0,53,52,320,7.2
Centurion,2010,12000000,123570,6766862,6890432,R,1 hr 37 min,Action,7.0,2.0,12.0,62.0,44,11,44,6.2
500 Days of Summer,2009,7500000,32391374,28331360,60722734,PG-13,1 hr 35 min,Comedy,,,,,,,,
Never Back Down,2008,20000000,24850922,16776509,41627431,PG-13,1 hr 53 min,Action,12.0,7.0,3.0,39.0,21,30,104,7.2
The Way Back,2010,30000000,2701859,21470342,24172201,PG-13,2 hr 13 min,Adventure,9.0,0.0,24.0,66.0,19,7,76,7.2
Argo,2012,44500000,136025503,96300000,232325503,R,2 hr,Biography,4.0,0.0,41.0,86.0,112,70,834,7.7
Gemini Man,2019,138000000,48546770,124922746,173469516,PG-13,1 hr 57 min,Action,,,,,,,,
Wall Street: Money Never Sleeps,2010,70000000,52474616,82273405,134748021,PG-13,2 hr 13 min,Drama,18.0,1.0,20.0,59.0,76,22,55,5.8
Swing Vote,2008,21000000,16289867,1345530,17635397,PG-13,2 hr,Comedy,15.0,5.0,10.0,47.0,8,7,19,6.2
Secretariat,2010,35000000,59713955,607906,60321861,PG,2 hr 3 min,Biography,14.0,1.0,21.0,61.0,34,7,41,6.4
Poltergeist,2015,35000000,47425125,48012869,95437994,PG-13,1 hr 33 min,Horror,18.0,6.0,3.0,47.0,87,118,37,3.6
The Rocker,2008,15000000,6409528,2399407,8808935,PG-13,1 hr 42 min,Comedy,17.0,1.0,10.0,53.0,17,5,23,6.5
The Warrior's Way,2010,42000000,5666340,5437094,11103434,R,1 hr 40 min,Action,6.0,3.0,2.0,45.0,17,7,26,6.5
"I Love You, Beth Cooper",2009,18000000,14800725,1021182,15821907,PG-13,1 hr 42 min,Comedy,12.0,15.0,3.0,32.0,15,20,88,7.8
What Happens in Vegas,2008,35000000,80277646,139097916,219375562,PG-13,1 hr 39 min,Comedy,11.0,14.0,6.0,36.0,32,22,42,5.7
Defiance,2008,32000000,28644813,22617938,51262751,R,2 hr 17 min,Action,16.0,0.0,18.0,58.0,30,48,95,5.8
Righteous Kill,2008,60000000,40081410,39417436,79498846,R,1 hr 41 min,Crime,18.0,8.0,1.0,36.0,25,31,31,4.9
The Eagle,2011,25000000,19490041,18499643,37989684,PG-13,1 hr 54 min,Action,19.0,3.0,13.0,55.0,43,9,43,6.2
Coco Before Chanel,2009,23000000,6113834,44699100,50812934,PG-13,1 hr 45 min,Biography,8.0,1.0,21.0,65.0,14,0,21,7
The Book of Eli,2010,80000000,94835059,62272696,157107755,R,1 hr 58 min,Action,14.0,4.0,15.0,53.0,98,48,298,7.2
Legion,2010,26000000,40168080,27750578,67918658,R,1 hr 40 min,Action,8.0,6.0,0.0,32.0,35,99,66,4.4
The Bounty Hunter,2010,40000000,67061228,69272294,136333522,PG-13,1 hr 50 min,Action,4.0,26.0,1.0,22.0,33,50,24,4.1
The Nutcracker in 3D,2010,90000000,195459,16982534,17177993,PG,1 hr 50 min,Action,,,,,,,,
The Proposal,2009,40000000,163958031,153417000,317375031,PG-13,1 hr 48 min,Comedy,13.0,5.0,12.0,48.0,48,25,120,6.7
Cadillac Records,2008,12000000,8195551,688093,8883644,R,1 hr 49 min,Biography,7.0,2.0,21.0,65.0,11,3,26,7.3
The Legend of Hercules,2014,70000000,18848538,42430914,61279452,PG-13,1 hr 39 min,Action,5.0,14.0,0.0,22.0,30,142,14,2
Silver Linings Playbook,2012,21000000,132092958,104319495,236412453,R,2 hr 2 min,Comedy,8.0,1.0,36.0,81.0,80,32,"1,042",8.6
Year One,2009,60000000,43337279,19020621,62357900,PG-13,1 hr 37 min,Comedy,8.0,14.0,6.0,34.0,48,72,60,4.7
My Best Friend's Girl,2008,20000000,19219250,22405437,41624687,R,1 hr 41 min,Comedy,3.0,9.0,1.0,34.0,10,20,55,7
G.I. Joe: The Rise of Cobra,2009,175000000,150201498,152267519,302469017,PG-13,1 hr 58 min,Action,7.0,12.0,6.0,32.0,102,125,151,5.3
Miracle at St. Anna,2008,45000000,7919117,1414537,9333654,R,2 hr 40 min,Action,16.0,10.0,5.0,37.0,6,27,33,5.4
Parental Guidance,2012,25000000,77267296,42504936,119772232,PG,1 hr 45 min,Comedy,13.0,6.0,1.0,36.0,29,29,33,5
Black Christmas,2019,5000000,10429730,8100000,18529730,PG-13,1 hr 32 min,Horror,2.0,15.0,0.0,22.0,16,83,72,4.7
Up,2009,175000000,293004164,442094918,735099082,PG,1 hr 36 min,Adventure,3.0,0.0,34.0,88.0,69,26,"1,195",8.8
Goosebumps,2015,58000000,80080379,78180573,158260952,PG,1 hr 43 min,Adventure,13.0,1.0,15.0,60.0,58,15,103,6.7
The Invisible Man,2020,7000000,64914050,59647175,124561225,R,2 hr 4 min,Horror,,,,,,,,
Repo Men,2010,32000000,13794835,4615056,18409891,R,1 hr 51 min,Action,12.0,16.0,3.0,32.0,34,28,56,5.9
The Big Year,2011,41000000,7204138,975278,8179416,PG,1 hr 40 min,Comedy,14.0,2.0,13.0,53.0,14,9,31,6.3
The Imaginarium of Doctor Parnassus,2009,30000000,7689607,54119168,61808775,PG-13,2 hr 3 min,Adventure,7.0,1.0,22.0,65.0,60,16,134,7.1
Life as We Know It,2010,38000000,53374681,52359735,105734416,PG-13,1 hr 54 min,Comedy,17.0,9.0,5.0,39.0,29,12,24,5.6
Transformers: Revenge of the Fallen,2009,200000000,402111870,434191823,836303693,PG-13,2 hr 29 min,Action,11.0,16.0,5.0,35.0,323,587,675,5.3
Invictus,2009,60000000,37491364,84935428,122426792,PG-13,2 hr 14 min,Biography,7.0,0.0,27.0,74.0,43,15,145,7.2
The Invention of Lying,2009,18500000,18451251,13955256,32406507,PG-13,1 hr 40 min,Comedy,10.0,3.0,18.0,58.0,43,32,71,5.8
Eagle Eye,2008,80000000,101440743,77326640,178767383,PG-13,1 hr 58 min,Action,15.0,8.0,7.0,43.0,49,22,113,6.8
Cloverfield,2008,25000000,80048433,92345747,172394180,PG-13,1 hr 25 min,Horror,7.0,4.0,26.0,64.0,126,243,637,6.4
Boyhood,2014,4000000,25352281,22785385,48137666,R,2 hr 45 min,Drama,0.0,0.0,50.0,100.0,251,274,"1,717",7.7
A Christmas Carol,2009,200000000,137855863,187430783,325286646,PG,1 hr 36 min,Animation,16.0,2.0,14.0,55.0,42,19,124,7.1
Water for Elephants,2011,38000000,58709717,58385185,117094902,PG-13,2 hr,Drama,14.0,5.0,16.0,52.0,60,17,119,6.9
Monte Carlo,2011,20000000,23186769,16595914,39782683,PG,1 hr 49 min,Adventure,15.0,4.0,4.0,43.0,19,12,50,7.2
Yes Man,2008,70000000,97690976,125550661,223241637,PG-13,1 hr 44 min,Comedy,18.0,4.0,8.0,46.0,61,19,243,7.7
Ghost Rider: Spirit of Vengeance,2011,57000000,51774002,80789928,132563930,PG-13,1 hr 36 min,Action,13.0,7.0,2.0,34.0,94,163,86,4.3
Skyfall,2012,200000000,304360277,804200736,1108561013,PG-13,2 hr 23 min,Action,7.0,0.0,42.0,81.0,226,141,"1,377",7.7
Jonah Hex,2010,47000000,10547117,356195,10903312,PG-13,1 hr 21 min,Action,14.0,16.0,2.0,33.0,36,80,32,4
Ajami,2009,1000000,622403,709248,1331651,,2 hr 4 min,Crime,0.0,0.0,22.0,82.0,1,2,20,8.1
Dark Shadows,2012,150000000,79727149,165800000,245527149,PG-13,1 hr 53 min,Comedy,26.0,1.0,15.0,55.0,190,80,185,5.8
My Sister's Keeper,2009,30000000,49200230,46514645,95714875,PG-13,1 hr 49 min,Drama,18.0,2.0,8.0,51.0,26,18,58,6.4
Night at the Museum: Battle of the Smithsonian,2009,150000000,177243721,235862449,413106170,PG,1 hr 45 min,Adventure,18.0,9.0,4.0,42.0,86,30,51,5.6
Couples Retreat,2009,70000000,109204945,62639895,171844840,PG-13,1 hr 53 min,Comedy,7.0,18.0,2.0,23.0,29,91,35,3.3
Ice Age: Dawn of the Dinosaurs,2009,90000000,196573705,690113112,886686817,PG,1 hr 34 min,Adventure,19.0,1.0,5.0,50.0,80,20,147,6.9
The Belko Experiment,2016,5000000,10166820,917810,11084630,R,1 hr 29 min,Horror,7.0,9.0,5.0,44.0,39,20,24,5.1
Quarantine,2008,12000000,31691811,9628095,41319906,R,1 hr 29 min,Horror,9.0,1.0,4.0,53.0,36,40,72,5.9
Eddie the Eagle,2015,23000000,15789389,30363411,46152800,PG-13,1 hr 46 min,Biography,14.0,3.0,17.0,54.0,24,7,111,7.2
Fired Up!,2009,20000000,17231291,1367811,18599102,PG-13,1 hr 30 min,Comedy,7.0,9.0,2.0,31.0,11,10,17,5.6
Blended,2014,40000000,46294610,81700000,127994610,PG-13,1 hr 57 min,Comedy,14.0,17.0,2.0,31.0,44,87,111,5.2
Lone Survivor,2013,40000000,125095601,29707311,154802912,R,2 hr 1 min,Action,12.0,4.0,28.0,60.0,59,31,289,7.5
Paul,2011,40000000,37412945,60571070,97984015,R,1 hr 44 min,Adventure,14.0,2.0,21.0,57.0,127,22,247,7
"The Goods: Live Hard, Sell Hard",2009,10000000,15122676,178209,15300885,R,1 hr 29 min,Comedy,10.0,9.0,4.0,39.0,17,13,22,5.7
The Darkest Hour,2011,30000000,21443494,43183292,64626786,PG-13,1 hr 29 min,Action,2.0,8.0,0.0,18.0,55,65,62,5.2
Bad Lieutenant: Port of Call New Orleans,2009,25000000,1702112,8904310,10606422,R,2 hr 2 min,Crime,,,,,,,,
Twilight,2008,37000000,193962473,214462200,408424673,PG-13,2 hr 2 min,Drama,17.0,3.0,18.0,56.0,201,429,392,4.9
Killers,2010,75000000,47059963,51100000,98159963,PG-13,1 hr 40 min,Action,3.0,19.0,0.0,21.0,35,67,26,3.8
TRON: Legacy,2010,170000000,172062763,228000000,400062763,PG,2 hr 5 min,Action,22.0,5.0,13.0,49.0,216,69,561,7.1
Hamlet 2,2008,9000000,4886216,39072,4925288,R,1 hr 32 min,Comedy,14.0,2.0,12.0,54.0,8,14,33,6.3
Paddington,2014,55000000,76271832,206567562,282839394,PG,1 hr 35 min,Adventure,3.0,0.0,35.0,77.0,27,13,237,7.9
The Taking of Pelham 123,2009,100000000,65452312,84713814,150166126,R,1 hr 46 min,Action,,,,,,,,
Paul Blart: Mall Cop,2009,26000000,146336178,37012251,183348429,PG,1 hr 31 min,Action,13.0,7.0,4.0,39.0,67,81,89,5
Jackass 3D,2010,20000000,117229692,54456100,171685792,R,1 hr 35 min,Action,,,,,,,,
The Hangover,2009,35000000,277322503,191988333,469310836,R,1 hr 40 min,Comedy,4.0,1.0,26.0,73.0,110,93,796,7.8
Blue Valentine,2010,1000000,9706328,5734005,15440333,R,1 hr 52 min,Drama,7.0,0.0,35.0,81.0,44,62,278,6.9
Seventh Son,2014,95000000,17223265,96955348,114178613,PG-13,1 hr 42 min,Action,16.0,14.0,2.0,30.0,52,73,41,4.1
Mother and Child,2009,7000000,1110509,4511462,5621971,R,2 hr 5 min,Drama,8.0,1.0,23.0,64.0,4,3,25,7.8
Free State of Jones,2016,50000000,20810036,4225914,25035950,R,2 hr 19 min,Action,21.0,1.0,16.0,53.0,29,12,74,7.1
City of Life and Death,2009,12000000,122558,10564758,10687316,R,2 hr 12 min,Drama,1.0,0.0,12.0,85.0,4,1,18,7.7
The Wrestler,2008,6000000,26238243,18496417,44734660,R,1 hr 49 min,Drama,3.0,0.0,33.0,81.0,27,16,310,8.2
Love Ranch,2010,25000000,137885,8264,146149,R,1 hr 57 min,Biography,11.0,10.0,2.0,37.0,3,1,16,8.2
Burlesque,2010,55000000,39440655,50079118,89519773,PG-13,1 hr 59 min,Drama,21.0,6.0,11.0,47.0,50,24,151,7.5
Morning Glory,2010,40000000,31011732,29029244,60040976,PG-13,1 hr 47 min,Comedy,18.0,1.0,19.0,57.0,36,11,57,6.7
Drag Me to Hell,2009,30000000,42100625,48742021,90842646,PG-13,1 hr 39 min,Horror,2.0,0.0,30.0,83.0,98,123,707,7.9
Taking Woodstock,2009,30000000,7460204,2515533,9975737,R,2 hr,Biography,17.0,1.0,17.0,55.0,14,6,28,6.6
Fireproof,2008,500000,33456317,16980,33473297,PG,2 hr 2 min,Drama,,,,,,,,
Amelia,2009,40000000,14246488,5396598,19643086,PG,1 hr 51 min,Adventure,14.0,11.0,9.0,37.0,7,9,16,5.8
The Informant!,2009,22000000,33316821,8454347,41771168,R,1 hr 48 min,Biography,12.0,0.0,25.0,66.0,35,51,77,5.2
Shutter Island,2010,80000000,128012934,166791261,294804195,R,2 hr 18 min,Mystery,7.0,4.0,26.0,63.0,93,60,"1,152",8.5
Pirate Radio,2009,50000000,8017917,28330867,36348784,R,2 hr 15 min,Comedy,11.0,2.0,18.0,58.0,26,15,56,6.5
Jennifer's Body,2009,16000000,16204793,15351268,31556061,R,1 hr 42 min,Comedy,14.0,6.0,9.0,47.0,50,60,90,5.6
The Girl with the Dragon Tattoo,2009,13000000,10095170,94319030,104414200,R,2 hr 32 min,Crime,9.0,1.0,31.0,71.0,67,36,650,8
Saw V,2008,10800000,56746769,57117290,113864059,R,1 hr 32 min,Horror,4.0,9.0,0.0,20.0,76,77,110,5.6
Green Lantern,2011,200000000,116601172,103250000,219851172,PG-13,1 hr 54 min,Action,19.0,15.0,5.0,39.0,281,198,338,5.8
Survival of the Dead,2009,4000000,101740,284338,386078,R,1 hr 30 min,Comedy,15.0,4.0,3.0,43.0,13,15,7,4.3
Takers,2010,32000000,57744720,22460662,80205382,PG-13,1 hr 47 min,Action,10.0,4.0,6.0,45.0,35,17,133,7.9
Duplicity,2009,60000000,40572825,37603356,78176181,PG-13,2 hr 5 min,Comedy,9.0,1.0,24.0,69.0,34,41,45,5.1
Julie & Julia,2009,40000000,94125426,35415096,129540522,PG-13,2 hr 3 min,Biography,8.0,0.0,26.0,66.0,34,17,137,7.3
Sex Drive,2008,19000000,8402485,10353451,18755936,R,1 hr 49 min,Comedy,16.0,2.0,6.0,49.0,18,6,46,7.2
District 9,2009,30000000,115646235,95242715,210888950,R,1 hr 52 min,Action,6.0,0.0,30.0,81.0,122,135,"1,191",8.1
Death Wish,2018,30000000,34017028,15545682,49562710,R,1 hr 47 min,Action,15.0,16.0,1.0,31.0,40,25,120,7
The Ghost Writer,2010,45000000,15541549,44789898,60331447,PG-13,2 hr 8 min,Drama,5.0,0.0,30.0,77.0,26,24,186,7.4
The Unborn,2009,16000000,42670410,33843640,76514050,PG-13,1 hr 28 min,Drama,3.0,10.0,3.0,30.0,19,37,35,5.1
Frankenweenie,2012,39000000,35291068,46200000,81491068,PG,1 hr 27 min,Animation,6.0,1.0,31.0,74.0,45,12,173,7.3
The Ugly Truth,2009,38000000,88915214,232767386,321682600,R,1 hr 36 min,Comedy,12.0,17.0,2.0,28.0,39,48,61,5.2
The Final Destination,2009,40000000,66477700,119689439,186167139,R,1 hr 22 min,Horror,6.0,8.0,0.0,30.0,70,96,74,4.8
Chain Letter,2009,3000000,138788,716397,855185,R,1 hr 28 min,Horror,,,,,,,,
The White Ribbon,2009,18000000,2222862,17096809,19319671,R,2 hr 24 min,Drama,3.0,1.0,29.0,82.0,14,7,104,8
Leaves of Grass,2009,9000000,70066,964148,1034214,R,1 hr 45 min,Comedy,6.0,0.0,4.0,58.0,6,2,21,7.2
Beastly,2011,17000000,27865571,15336712,43202283,PG-13,1 hr 26 min,Drama,9.0,11.0,6.0,40.0,24,31,39,5.4
Freakonomics,2010,2900000,101270,20946,122216,PG-13,1 hr 33 min,Documentary,11.0,1.0,11.0,58.0,6,5,11,5.5
Public Enemies,2009,100000000,97104620,117000000,214104620,R,2 hr 20 min,Biography,11.0,0.0,24.0,70.0,91,52,310,7.2
Dance Flick,2009,25000000,25662155,5776985,31439140,PG-13,1 hr 23 min,Action,8.0,5.0,4.0,40.0,12,23,10,4
